station_id,station_name,country,region,latitude,longitude,elevation_m,timezone,wmo,source_url,monthly_url,date,year,month,temp,temp_source,tmin,tmin_source,tmax,tmax_source,txmn,txmn_source,txmx,txmx_source,prcp,prcp_source,pres,pres_source,tsun,tsun_source,tavg,tavg_norm_1995_2024,prcp_norm_1995_2024,tavg_months_count,prcp_months_count,tavg_anomaly,prcp_anomaly,prcp_ratio
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1995-11-01,1995,11,-19.3,climat,-22.6,climat,-16.3,climat,-34.2,ghcnd,-3.0,ghcnd,43.0,climat,1002.4,climat,,,-19.3,-16.103333333333335,27.9,30,30,-3.1966666666666654,15.100000000000001,1.5412186379928317
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1995-12-01,1995,12,-25.6,climat,-27.2,climat,-22.4,climat,-36.6,ghcnd,-14.7,ghcnd,45.0,climat,1001.2,climat,,,-25.6,-21.116666666666667,33.666666666666664,30,30,-4.483333333333334,11.333333333333336,1.3366336633663367
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-01-01,1996,1,-24.5,ghcnd,-27.2,climat,-19.9,climat,-36.0,ghcnd,-5.0,ghcnd,18.0,climat,,,,,-24.5,-23.753333333333334,35.7,30,30,-0.7466666666666661,-17.700000000000003,0.5042016806722689
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-02-01,1996,2,-19.1,climat,-21.5,climat,-16.4,climat,-32.8,ghcnd,-3.0,ghcnd,31.0,climat,1008.6,climat,,,-19.1,-23.223333333333336,32.1,30,30,4.123333333333335,-1.1000000000000014,0.9657320872274143
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-03-01,1996,3,-17.9,climat,-19.5,climat,-15.9,climat,-36.3,ghcnd,-1.7,ghcnd,28.0,climat,,,7260.0,climat,-17.9,-20.756666666666668,27.5,30,30,2.856666666666669,0.5,1.018181818181818
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-04-01,1996,4,-18.4,climat,-21.8,climat,-14.9,climat,-26.6,ghcnd,-4.8,ghcnd,8.0,climat,1019.5,climat,16440.0,climat,-18.4,-14.556666666666667,21.533333333333335,30,30,-3.843333333333332,-13.533333333333335,0.37151702786377705
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-05-01,1996,5,-9.3,climat,-10.9,climat,-7.4,climat,-21.0,ghcnd,1.6,ghcnd,4.0,climat,1016.4,climat,10500.0,climat,-9.3,-6.5633333333333335,23.666666666666668,30,30,-2.7366666666666672,-19.666666666666668,0.16901408450704225
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-06-01,1996,6,-0.7,climat,-2.4,climat,1.5,climat,,,,,4.0,climat,1016.6,climat,8940.0,climat,-0.7,1.1766666666666665,29.0,30,30,-1.8766666666666665,-25.0,0.13793103448275862
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-07-01,1996,7,6.2,climat,4.2,climat,8.8,climat,-0.3,ghcnd,21.7,ghcnd,64.0,climat,1010.1,climat,20400.0,climat,6.2,5.95,34.0,30,30,0.25,30.0,1.8823529411764706
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-08-01,1996,8,4.1,climat,3.3,climat,5.1,climat,-1.4,ghcnd,13.4,ghcnd,40.0,climat,1006.8,climat,6060.0,climat,4.1,6.6433333333333335,40.56666666666667,30,30,-2.543333333333334,-0.56666666666667,0.9860312243221034
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-09-01,1996,9,-2.7,climat,-3.2,climat,-2.0,climat,-10.7,ghcnd,4.0,ghcnd,19.0,climat,1019.0,climat,,,-2.7,2.6666666666666665,43.7,30,30,-5.366666666666667,-24.700000000000003,0.43478260869565216
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-10-01,1996,10,-7.8,climat,-8.6,climat,-6.8,climat,-22.3,ghcnd,1.3,ghcnd,73.0,climat,1004.3,climat,,,-7.8,-5.743333333333333,38.666666666666664,30,30,-2.0566666666666666,34.333333333333336,1.8879310344827587
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-11-01,1996,11,-11.8,climat,-15.2,climat,-8.9,climat,-27.1,ghcnd,-0.3,ghcnd,23.0,climat,1012.7,climat,0.0,climat,-11.8,-16.103333333333335,27.9,30,30,4.303333333333335,-4.899999999999999,0.8243727598566308
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1996-12-01,1996,12,-25.3,climat,-28.9,climat,-21.3,climat,-38.9,ghcnd,-1.3,ghcnd,28.0,climat,1012.6,climat,,,-25.3,-21.116666666666667,33.666666666666664,30,30,-4.183333333333334,-5.666666666666664,0.8316831683168318
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-01-01,1997,1,-29.4,climat,-31.3,climat,-27.0,climat,-41.9,ghcnd,-12.7,ghcnd,48.0,climat,1003.1,climat,0.0,climat,-29.4,-23.753333333333334,35.7,30,30,-5.646666666666665,12.299999999999997,1.3445378151260503
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-02-01,1997,2,-26.7,climat,-28.7,climat,-24.7,climat,-37.3,ghcnd,-13.1,ghcnd,51.0,climat,1008.1,climat,0.0,climat,-26.7,-23.223333333333336,32.1,30,30,-3.476666666666663,18.9,1.588785046728972
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-03-01,1997,3,-19.7,climat,-21.4,ghcnd,-15.2,ghcnd,-32.0,ghcnd,-7.2,ghcnd,24.0,climat,1015.3,climat,,,-19.7,-20.756666666666668,27.5,30,30,1.0566666666666684,-3.5,0.8727272727272727
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-04-01,1997,4,-11.7,climat,-15.1,climat,-9.0,climat,-26.5,ghcnd,1.4,ghcnd,31.0,climat,1003.8,climat,,,-11.7,-14.556666666666667,21.533333333333335,30,30,2.8566666666666674,9.466666666666665,1.4396284829721362
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-05-01,1997,5,-6.2,climat,-7.6,climat,-4.9,climat,-17.2,ghcnd,0.0,ghcnd,19.0,climat,1019.3,climat,,,-6.2,-6.5633333333333335,23.666666666666668,30,30,0.3633333333333333,-4.666666666666668,0.8028169014084506
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-06-01,1997,6,-0.3,climat,-1.6,climat,1.2,climat,-8.6,ghcnd,7.0,ghcnd,38.0,climat,1004.3,climat,,,-0.3,1.1766666666666665,29.0,30,30,-1.4766666666666666,9.0,1.3103448275862069
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-07-01,1997,7,4.9,climat,3.3,climat,7.3,climat,-0.8,ghcnd,14.0,ghcnd,27.0,climat,1007.6,climat,,,4.9,5.95,34.0,30,30,-1.0499999999999998,-7.0,0.7941176470588235
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-08-01,1997,8,5.2,climat,3.9,climat,6.2,climat,1.0,ghcnd,15.8,ghcnd,24.0,climat,1011.6,climat,,,5.2,6.6433333333333335,40.56666666666667,30,30,-1.4433333333333334,-16.56666666666667,0.5916187345932621
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-09-01,1997,9,4.8,climat,3.5,ghcnd,6.3,ghcnd,-0.6,ghcnd,10.6,ghcnd,29.0,climat,1012.1,climat,,,4.8,2.6666666666666665,43.7,30,30,2.1333333333333333,-14.700000000000003,0.6636155606407322
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-10-01,1997,10,-4.3,climat,-5.1,climat,-3.1,climat,,,,,40.0,climat,1008.1,climat,,,-4.3,-5.743333333333333,38.666666666666664,30,30,1.4433333333333334,1.3333333333333357,1.0344827586206897
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-11-01,1997,11,-19.7,climat,-21.9,climat,-17.6,climat,-32.7,ghcnd,-8.3,ghcnd,23.0,climat,1009.3,climat,,,-19.7,-16.103333333333335,27.9,30,30,-3.596666666666664,-4.899999999999999,0.8243727598566308
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1997-12-01,1997,12,-27.0,climat,-29.7,climat,-24.8,climat,-40.3,ghcnd,-3.2,ghcnd,26.0,climat,1005.9,climat,0.0,climat,-27.0,-21.116666666666667,33.666666666666664,30,30,-5.883333333333333,-7.666666666666664,0.7722772277227723
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-01-01,1998,1,-24.4,climat,-26.8,climat,-22.7,climat,-36.3,climat,-8.0,climat,33.0,climat,1015.8,climat,0.0,climat,-24.4,-23.753333333333334,35.7,30,30,-0.6466666666666647,-2.700000000000003,0.9243697478991596
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-02-01,1998,2,-33.0,climat,-35.3,climat,-30.2,climat,-40.9,climat,-15.4,climat,10.0,climat,1008.3,climat,0.0,climat,-33.0,-23.223333333333336,32.1,30,30,-9.776666666666664,-22.1,0.3115264797507788
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-03-01,1998,3,-20.4,climat,-23.6,climat,-17.3,climat,-33.8,climat,-6.2,climat,18.0,climat,1013.5,climat,,,-20.4,-20.756666666666668,27.5,30,30,0.35666666666666913,-9.5,0.6545454545454545
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-04-01,1998,4,-17.9,climat,-21.4,climat,-16.4,climat,-27.6,climat,-10.5,climat,7.0,climat,1013.1,climat,18780.0,climat,-17.9,-14.556666666666667,21.533333333333335,30,30,-3.343333333333332,-14.533333333333335,0.32507739938080493
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-05-01,1998,5,-8.7,climat,-11.1,climat,-5.9,climat,-18.8,ghcnd,1.3,ghcnd,40.0,climat,1009.6,climat,,,-8.7,-6.5633333333333335,23.666666666666668,30,30,-2.136666666666666,16.333333333333332,1.6901408450704225
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-06-01,1998,6,-0.1,climat,-1.2,climat,1.2,climat,-4.3,ghcnd,3.3,ghcnd,49.0,climat,1012.8,climat,,,-0.1,1.1766666666666665,29.0,30,30,-1.2766666666666666,20.0,1.6896551724137931
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-07-01,1998,7,5.8,climat,3.4,climat,8.7,climat,-1.2,ghcnd,22.8,ghcnd,12.0,climat,1017.2,climat,,,5.8,5.95,34.0,30,30,-0.15000000000000036,-22.0,0.35294117647058826
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-08-01,1998,8,6.5,climat,4.8,climat,8.7,climat,-1.6,ghcnd,14.8,ghcnd,41.0,climat,1012.2,climat,,,6.5,6.6433333333333335,40.56666666666667,30,30,-0.14333333333333353,0.43333333333333,1.0106820049301561
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-09-01,1998,9,-1.8,climat,-2.8,climat,-0.8,climat,-8.5,ghcnd,2.8,ghcnd,44.0,climat,1008.2,climat,,,-1.8,2.6666666666666665,43.7,30,30,-4.466666666666667,0.29999999999999716,1.0068649885583523
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-10-01,1998,10,-16.3,climat,-18.9,climat,-13.7,climat,-26.1,ghcnd,-5.9,ghcnd,18.0,climat,1012.0,climat,,,-16.3,-5.743333333333333,38.666666666666664,30,30,-10.556666666666668,-20.666666666666664,0.4655172413793104
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-11-01,1998,11,-23.2,climat,-26.0,climat,-20.2,climat,-31.1,ghcnd,-11.8,ghcnd,10.0,climat,1028.1,climat,0.0,climat,-23.2,-16.103333333333335,27.9,30,30,-7.096666666666664,-17.9,0.35842293906810035
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1998-12-01,1998,12,-26.4,climat,-29.5,climat,-22.7,climat,-39.4,ghcnd,-1.3,ghcnd,43.0,climat,1004.3,climat,0.0,climat,-26.4,-21.116666666666667,33.666666666666664,30,30,-5.283333333333331,9.333333333333336,1.2772277227722773
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-01-01,1999,1,-27.2,climat,-30.5,climat,-23.6,climat,-38.4,ghcnd,-11.3,ghcnd,10.0,climat,1022.3,climat,0.0,climat,-27.2,-23.753333333333334,35.7,30,30,-3.4466666666666654,-25.700000000000003,0.2801120448179272
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-02-01,1999,2,-21.5,climat,-26.3,climat,-16.3,climat,-36.8,ghcnd,-1.6,ghcnd,38.0,climat,1015.4,climat,,,-21.5,-23.223333333333336,32.1,30,30,1.7233333333333363,5.899999999999999,1.1838006230529594
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-03-01,1999,3,-26.6,climat,-29.6,climat,-23.1,climat,-38.3,ghcnd,-13.0,ghcnd,14.0,climat,1030.2,climat,,,-26.6,-20.756666666666668,27.5,30,30,-5.843333333333334,-13.5,0.509090909090909
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-04-01,1999,4,-18.8,climat,-21.8,climat,-15.1,climat,-29.0,ghcnd,-4.8,ghcnd,18.0,climat,1011.7,climat,,,-18.8,-14.556666666666667,21.533333333333335,30,30,-4.243333333333334,-3.533333333333335,0.8359133126934983
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-05-01,1999,5,-8.0,climat,-10.2,climat,-5.6,climat,-22.5,ghcnd,1.2,ghcnd,21.0,climat,1013.2,climat,3960.0,climat,-8.0,-6.5633333333333335,23.666666666666668,30,30,-1.4366666666666665,-2.666666666666668,0.8873239436619718
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-06-01,1999,6,-0.4,climat,-1.6,climat,1.2,climat,-5.0,ghcnd,6.1,ghcnd,22.0,climat,1007.8,climat,5460.0,climat,-0.4,1.1766666666666665,29.0,30,30,-1.5766666666666667,-7.0,0.7586206896551724
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-07-01,1999,7,3.6,climat,1.2,climat,7.1,climat,-2.5,ghcnd,17.6,ghcnd,51.0,climat,1006.9,climat,7860.0,climat,3.6,5.95,34.0,30,30,-2.35,17.0,1.5
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-08-01,1999,8,4.8,climat,3.1,climat,7.2,climat,-0.1,ghcnd,13.8,ghcnd,56.0,climat,1007.2,climat,8220.0,climat,4.8,6.6433333333333335,40.56666666666667,30,30,-1.8433333333333337,15.43333333333333,1.380443714050945
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-09-01,1999,9,1.6,climat,0.0,climat,3.2,climat,-7.0,ghcnd,11.0,ghcnd,52.0,climat,1012.2,climat,4980.0,climat,1.6,2.6666666666666665,43.7,30,30,-1.0666666666666664,8.299999999999997,1.1899313501144164
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-10-01,1999,10,-7.1,climat,-9.4,climat,-4.7,climat,-21.6,ghcnd,3.0,ghcnd,50.0,climat,1007.0,climat,780.0,climat,-7.1,-5.743333333333333,38.666666666666664,30,30,-1.3566666666666665,11.333333333333336,1.293103448275862
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-11-01,1999,11,-15.6,climat,-18.8,climat,-12.6,climat,-27.9,ghcnd,-0.8,ghcnd,22.0,climat,1016.0,climat,0.0,climat,-15.6,-16.103333333333335,27.9,30,30,0.5033333333333356,-5.899999999999999,0.7885304659498208
20674,Ostrov Dikson,RU,TAY,73.5,80.4,47,Asia/Krasnoyarsk,20674,https://github.com/meteostat/weather-stations/blob/main/stations/20674.json,https://data.meteostat.net/monthly/20674.csv.gz,1999-12-01,1999,12,-15.8,climat,-18.7,climat,-12.9,climat,-28.9,ghcnd,-5.2,ghcnd,31.0,climat,1005.2,climat,0.0,climat,-15.8,-21.116666666666667,33.666666666666664,30,30,5.316666666666666,-2.6666666666666643,0.9207920792079208
